fighter_name,Height_ft_in,Weight_lbs,Reach_lbs,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,Opp_Str,TD_Avg,TD_Acc,TD_Def,Opp_TD,Sub_Avg
Makoto Takimoto,"5' 7""",205,,Southpaw,8-Dec-79,1.37,0.39,1.71,0.55,0.45,1.48,0.50,0.25,0.75,1.1
Jacare Souza,"6' 1""",185,72,Orthodox,7-Dec-79,2.53,0.46,2.85,0.62,0.38,2.55,0.39,0.60,0.40,1.4
Marcos Vinicius,"5' 9""",125,,Orthodox,5-Dec-79,1.93,0.49,2.91,0.47,0.53,0,0.00,0.25,0.75,0.5
Seth Petruzelli,"6' 0""",205,76,Orthodox,3-Dec-79,2.17,0.41,2.08,0.55,0.45,0.46,0.50,0.47,0.53,2.3
Constantinos Philippou,"5' 11""",185,73,Orthodox,29-Nov-79,2.19,0.35,2.73,0.54,0.46,0.4,0.42,0.65,0.35,0.3
Richard Crunkilton,"5' 7""",155,,Orthodox,25-Nov-79,1.72,0.41,1.45,0.58,0.42,4.08,0.61,0.65,0.35,1.3
Charles Bennett,"5' 8""",155,,Orthodox,23-Nov-79,1.39,0.39,1.35,0.64,0.36,2.02,1.00,0.36,0.64,2
Gerald Harris,"5' 11""",185,77,Southpaw,19-Nov-79,1.41,0.29,1.58,0.62,0.38,2.96,0.54,0.72,0.28,0
Katsuyori Shibata,"6' 0""",168,,Orthodox,17-Nov-79,2.06,0.35,2.4,0.53,0.47,0.49,0.50,0.53,0.47,0.7
David Kaplan,"5' 7""",155,,Orthodox,16-Nov-79,2.88,0.46,4.32,0.67,0.33,4.88,0.43,0.00,1.00,0.7
Dylan Andrews,"6' 1""",185,74,Switch,15-Nov-79,2.21,0.50,2.72,0.46,0.54,2.83,0.50,0.57,0.43,0.4
Jae Suk Lim,"5' 9""",170,,Orthodox,9-Nov-79,2.43,0.50,4.05,0.37,0.63,12.16,1.00,1.00,0.00,0
Jesse Moreng,"5' 7""",145,,Orthodox,9-Nov-79,1.26,0.40,2.08,0.48,0.52,5.56,1.00,1.00,0.00,0
Chad Cook,"6' 2""",205,,,7-Nov-79,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Brad Morris,"6' 2""",205,,Orthodox,1-Nov-79,0.5,0.62,6.95,0.27,0.73,0,0.00,0.00,1.00,0
Ansar Chalangov,"5' 9""",170,,Orthodox,30-Oct-79,0.68,0.66,1.69,0.54,0.46,0,0.00,0.00,1.00,7.6
Mike Ciesnolevicz,"6' 0""",235,,Orthodox,28-Oct-79,0.51,0.50,4.62,0.57,0.43,0,0.00,0.20,0.80,5.1
Glover Teixeira,"6' 2""",205,76,Orthodox,28-Oct-79,3.75,0.47,3.84,0.54,0.46,2.04,0.40,0.60,0.40,1
Alejandro Villalobos,"5' 7""",145,,,26-Oct-79,3.93,0.46,4.07,0.67,0.33,1,0.50,0.00,1.00,0
David Mitchell,"6' 0""",170,75,Orthodox,24-Oct-79,1.74,0.32,2.06,0.55,0.45,0.66,0.50,0.29,0.71,2
Rafael Dias,"5' 9""",145,,Orthodox,20-Oct-79,1.13,0.27,2.19,0.60,0.40,3.17,0.47,1.00,0.00,1.2
Stoney Hale,"6' 0""",,,,18-Oct-79,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Darren Uyenoyama,"5' 6""",125,65,Orthodox,15-Oct-79,1.34,0.39,2.21,0.66,0.34,1.42,0.33,0.35,0.65,0.7
Eiji Ishikawa,"5' 10""",170,,,12-Oct-79,1.2,0.29,4.07,0.60,0.40,1,0.09,0.00,1.00,0
Kenji Arai,"5' 10""",145,,Southpaw,5-Oct-79,8.79,0.27,10.29,0.39,0.61,0,0.00,0.00,1.00,0
Lucas Lopes,"6' 2""",185,,,5-Oct-79,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Jerrod Sanders,"5' 8""",135,72,Orthodox,1-Oct-79,0.88,0.64,1.14,0.46,0.54,2.2,0.33,0.50,0.50,1.6
Rashad Evans,"6' 0""",205,75,Orthodox,25-Sep-79,2.14,0.37,2.42,0.63,0.37,2.98,0.44,0.73,0.27,0
Antonio Banuelos,"5' 5""",135,63,Orthodox,23-Sep-79,2.69,0.33,3.15,0.58,0.42,1.62,0.62,0.86,0.14,0.4
Fredy Serrano,"5' 3""",125,65,Orthodox,22-Sep-79,1.58,0.26,1.89,0.61,0.39,2.84,0.25,0.84,0.16,0
Antonio Silva,"6' 4""",264,82,Orthodox,14-Sep-79,2.89,0.45,3.09,0.50,0.50,0.82,0.29,0.66,0.34,0.8
Ray Steinbeiss,"5' 11""",170,,Orthodox,12-Sep-79,0,0.00,0,1.00,0.00,0,0.00,0.00,1.00,0
Bao Quach,"5' 3""",145,,Orthodox,4-Sep-79,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Tim Kennedy,"5' 11""",185,74,Orthodox,1-Sep-79,2.78,0.47,1.84,0.62,0.38,2.58,0.35,0.70,0.30,0.7
Justin Haskins,"5' 10""",170,,Orthodox,30-Aug-79,1.51,0.33,2.65,0.54,0.46,1.62,0.40,0.52,0.48,0.8
Barb Honchak,"5' 4""",125,65,Orthodox,30-Aug-79,4.04,0.30,4.67,0.66,0.34,0,0.00,0.00,1.00,1.3
Neil Seery,"5' 4""",125,64,Orthodox,30-Aug-79,3.56,0.41,3.79,0.58,0.42,0.78,0.27,0.53,0.47,1.6
Danny Castillo,"5' 9""",155,71,Orthodox,25-Aug-79,2.57,0.42,1.96,0.62,0.38,2.95,0.38,0.63,0.37,0.2
Damien Trites,"5' 11""",165,,,23-Aug-79,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Dave Jansen,"5' 9""",155,73,Orthodox,21-Aug-79,2.94,0.33,3.67,0.58,0.42,2.79,0.28,0.38,0.62,0.9
Ron Faircloth,"5' 9""",205,,Orthodox,16-Aug-79,0.39,0.40,8.9,0.42,0.58,0,0.00,0.00,1.00,0
Katsuya Inoue,"5' 9""",168,,Southpaw,10-Aug-79,3.41,0.24,12.89,0.51,0.49,0,0.00,0.66,0.34,0
Kyle Watson,"6' 0""",155,,Southpaw,9-Aug-79,3.67,0.35,3.25,0.62,0.38,0,0.00,1.00,0.00,0
Wes Sims,"6' 10""",260,,Orthodox,4-Aug-79,0.98,0.51,2.95,0.37,0.63,0,0.00,0.40,0.60,2.3
Mike Lullo,"5' 8""",145,,Orthodox,24-Jul-79,2.48,0.36,4.84,0.40,0.60,1.18,0.11,0.00,1.00,0.6
Kyle Jensen,"5' 9""",170,,Orthodox,20-Jul-79,0,0.00,0.92,0.60,0.40,6.92,1.00,0.00,1.00,6.9
Crosley Gracie,"5' 9""",190,,Orthodox,18-Jul-79,1.69,0.37,1.54,0.60,0.40,3.46,0.85,0.50,0.50,0.6
Kazuhiro Nakamura,"5' 11""",205,70,Orthodox,16-Jul-79,1.56,0.37,1.83,0.59,0.41,1.73,0.36,0.42,0.58,0.6
Leonard Garcia,"5' 10""",145,68,Orthodox,14-Jul-79,2.77,0.24,4.79,0.52,0.48,0.3,0.26,0.42,0.58,0.5
Shane Roller,"5' 10""",155,72,Orthodox,14-Jul-79,2.04,0.34,2.65,0.60,0.40,2.46,0.33,0.42,0.58,1.9
Jonathan Goulet,"6' 0""",170,73,Orthodox,13-Jul-79,1.61,0.41,2.01,0.46,0.54,4.17,0.70,0.45,0.55,0.6
Mario Miranda,"6' 3""",185,74,Orthodox,12-Jul-79,1.96,0.54,2.46,0.36,0.64,1.02,0.60,0.54,0.46,0
Pat Barry,"5' 11""",235,74,Orthodox,7-Jul-79,2.72,0.52,3.54,0.59,0.41,0,0.00,0.76,0.24,0.2
John Alessio,"5' 10""",155,72,Orthodox,5-Jul-79,2.1,0.39,2.91,0.54,0.46,1.85,0.38,0.70,0.30,1.2
Mike Swick,"6' 1""",170,77,Orthodox,19-Jun-79,2.36,0.37,2.29,0.54,0.46,1.06,0.50,0.61,0.39,0.6
Jason Novelli,"6' 0""",155,,Orthodox,8-Jun-79,1.73,0.24,3.55,0.66,0.34,0.7,0.33,1.00,0.00,0
David Bielkheden,"5' 10""",155,71,Orthodox,6-Jun-79,1.11,0.57,1.64,0.54,0.46,2.65,0.63,0.14,0.86,0
Antonio Carvalho,"5' 9""",145,70,Orthodox,30-May-79,3.03,0.29,3.62,0.64,0.36,0,0.00,1.00,0.00,0
Yves Jabouin,"5' 7""",135,68,Orthodox,30-May-79,3.06,0.41,2.93,0.62,0.38,1.94,0.60,0.82,0.18,0.1
Joachim Hansen,"5' 7""",150,,Southpaw,26-May-79,2.01,0.43,2.04,0.58,0.42,2.21,0.58,0.34,0.66,1.9
Frank Mir,"6' 3""",264,79,Southpaw,24-May-79,2.18,0.47,3.84,0.38,0.62,2.02,0.40,0.54,0.46,2
Scott Smith,"6' 0""",185,70,Orthodox,21-May-79,1.9,0.27,5.87,0.50,0.50,0.12,0.06,0.58,0.42,0.5
Gabriel Gonzaga,"6' 2""",242,76,Orthodox,18-May-79,2.12,0.45,2.94,0.57,0.43,2.8,0.39,0.66,0.34,1.1
Chris de la Rocha,"6' 3""",250,80,Orthodox,15-May-79,4.08,0.45,6.37,0.43,0.57,2.02,0.30,0.33,0.67,1
Urijah Faber,"5' 6""",135,67,Orthodox,14-May-79,2.65,0.40,2.59,0.64,0.36,1.54,0.30,0.58,0.42,0.8
Codale Ford,"5' 9""",170,,,13-May-79,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Fredson Paixao,"5' 6""",145,66,Orthodox,13-May-79,1.71,0.54,2.31,0.62,0.38,0.62,0.11,0.10,0.90,2.2
Louis Taylor,"5' 11""",185,,Orthodox,12-May-79,2.06,0.32,1.24,0.68,0.32,2.48,0.28,1.00,0.00,0
Gray Maynard,"5' 9""",155,70,Orthodox,9-May-79,1.92,0.32,2.64,0.66,0.34,2.91,0.47,0.81,0.19,0.7
Kurt Pellegrino,"5' 8""",155,70,Orthodox,7-May-79,2.45,0.43,1.94,0.63,0.37,2.9,0.54,0.69,0.31,0.8
JP Felty,,170,,,28-Apr-79,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Brandon Foxworth,"5' 11""",145,,Orthodox,28-Apr-79,1.33,0.32,4.59,0.50,0.50,0,0.00,0.00,1.00,0
Bobby Voelker,"6' 0""",170,74,Orthodox,26-Apr-79,4.01,0.35,5.84,0.42,0.58,1.04,0.50,0.66,0.34,0
Alexandre Ferreira,"5' 7""",205,,Orthodox,25-Apr-79,2.57,0.60,8.14,0.42,0.58,0,0.00,0.00,1.00,0
Nate Marquardt,"6' 0""",185,74,Orthodox,20-Apr-79,2.71,0.49,2.32,0.55,0.45,1.87,0.51,0.70,0.30,0.8
Benji Radach,"5' 10""",185,,Orthodox,5-Apr-79,2.62,0.49,2.31,0.51,0.49,1.06,0.41,0.71,0.29,0.4
Dale Hartt,"5' 10""",155,69,Orthodox,4-Apr-79,1.14,0.35,1.55,0.66,0.34,1.22,1.00,0.25,0.75,2.5
Kultar Gill,"6' 0""",154,,Orthodox,24-Mar-79,1.14,0.50,0.4,0.41,0.59,1.71,0.66,0.38,0.62,0
Eddie Yagin,"5' 7""",145,,Orthodox,23-Mar-79,3.13,0.30,5.77,0.42,0.58,0,0.00,0.62,0.38,1
Daniel Cormier,"5' 11""",235,72,Orthodox,20-Mar-79,4.25,0.52,2.92,0.54,0.46,1.83,0.44,0.80,0.20,0.4
Forrest Griffin,"6' 3""",205,77,Orthodox,16-Mar-79,4.38,0.36,2.81,0.61,0.39,1.05,0.48,0.57,0.43,0.7
Justin Wilcox,"5' 6""",155,,Orthodox,12-Mar-79,3.82,0.28,2.63,0.71,0.29,1.43,0.16,1.00,0.00,0
Vitor Miranda,"6' 1""",185,77,Orthodox,10-Mar-79,2.98,0.45,2.95,0.58,0.42,0.95,0.55,0.50,0.50,0.2
Alexandre Dantas,"6' 2""",238,,Orthodox,1-Mar-79,0.21,0.25,1.87,0.60,0.40,0,0.00,0.00,1.00,3.1
Gerald Strebendt,"5' 9""",155,,Orthodox,1-Mar-79,0,0.00,4,0.38,0.62,0,0.00,0.00,1.00,16.4
Michael Bisping,"6' 1""",185,75,Orthodox,28-Feb-79,4.33,0.38,2.71,0.65,0.35,1.05,0.43,0.63,0.37,0.3
Artur Oumakhanov,"5' 7""",154,,Orthodox,27-Feb-79,1.2,0.33,1.67,0.82,0.18,3,0.75,0.33,0.67,0
Vitor Ribeiro,"5' 8""",154,,Orthodox,24-Feb-79,1,0.28,1.95,0.48,0.52,1.58,0.26,1.00,0.00,1.2
Phillip Miller,"5' 11""",185,,Orthodox,20-Feb-79,1.61,0.54,1.93,0.50,0.50,3.62,0.25,1.00,0.00,0.6
Zelg Galesic,"6' 2""",185,,Orthodox,16-Feb-79,4.86,0.62,0.61,0.66,0.34,1.3,1.00,0.20,0.80,1.3
Conor Heun,"5' 10""",155,,Orthodox,11-Feb-79,2.92,0.36,3.66,0.54,0.46,2.45,0.31,0.33,0.67,0.3
Nick Ring,"6' 0""",185,74,Southpaw,10-Feb-79,3.52,0.42,3.48,0.62,0.38,1.36,0.36,0.52,0.48,0.3
Tim Stout,"5' 11""",185,,,9-Feb-79,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Lyle Beerbohm,"5' 10""",155,,Southpaw,5-Feb-79,1.98,0.55,1.61,0.54,0.46,2.1,0.23,0.64,0.36,0.3
Andrei Arlovski,"6' 3""",240,77,Orthodox,4-Feb-79,3.48,0.44,2.83,0.57,0.43,0.47,0.36,0.78,0.22,0.3
Nick Agallar,"5' 8""",155,,Orthodox,13-Jan-79,0.69,0.11,4.56,0.42,0.58,0,0.00,0.00,1.00,0
Justin Hawes,"5' 11""",205,,,13-Jan-79,0,0.00,3.41,0.37,0.63,0,0.00,0.00,1.00,0
Dennis Siver,"5' 6""",145,70,Orthodox,13-Jan-79,3.87,0.32,2.67,0.65,0.35,0.87,0.32,0.65,0.35,0.3
Jake Shields,"6' 0""",170,72,Orthodox,9-Jan-79,2.45,0.36,1.8,0.56,0.44,2.83,0.29,0.35,0.65,1.2
Mike Bronzoulis,"6' 0""",155,,,5-Jan-79,1.13,0.34,2.54,0.37,0.63,0,0.00,0.33,0.67,0
John Gunderson,"5' 9""",155,69,Orthodox,5-Jan-79,1.04,0.27,1.71,0.58,0.42,1.67,0.33,0.11,0.89,2
Igor Pokrajac,"6' 0""",205,74,Orthodox,2-Jan-79,2.25,0.45,4.26,0.40,0.60,0.87,0.29,0.51,0.49,0.2
Mitsuhiro Ishida,"5' 6""",154,,Southpaw,29-Dec-78,1.46,0.41,1.13,0.61,0.39,4.76,0.53,0.33,0.67,0.7
Fabricio Camoes,"5' 10""",155,71,Orthodox,23-Dec-78,1.29,0.33,1.85,0.61,0.39,2.34,0.32,0.20,0.80,1.5
Scott Junk,"6' 1""",265,,Orthodox,17-Dec-78,5.13,0.60,1.81,0.45,0.55,0,0.00,0.00,1.00,0
Elaina Maxwell,"5' 8""",145,,Orthodox,16-Dec-78,2.07,0.60,2.4,0.53,0.47,0,0.00,0.50,0.50,1
James Thompson,"6' 5""",265,,Orthodox,16-Dec-78,5.13,0.52,3.19,0.41,0.59,3.14,0.36,0.53,0.47,1.3
BJ Penn,"5' 9""",155,70,Orthodox,13-Dec-78,2.76,0.48,3.2,0.56,0.44,1.19,0.55,0.74,0.26,0.5
Wesley Correira,"6' 3""",260,,Orthodox,11-Nov-78,2.6,0.36,8.8,0.40,0.60,0,0.00,0.90,0.10,0
Joachim Christensen,"6' 3""",205,76,Orthodox,7-Nov-78,3.78,0.41,3.29,0.46,0.54,0,0.00,0.00,1.00,0
Andreas Spang,"6' 1""",185,,,7-Nov-78,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Sherron Leggett,"5' 8""",155,,Southpaw,27-Oct-78,2.86,0.51,2.08,0.47,0.53,5.19,0.80,0.33,0.67,0
CM Punk,"6' 1""",170,73,Orthodox,26-Oct-78,1.1,0.23,4.87,0.40,0.60,0.87,0.11,0.00,1.00,0
Alex Chambers,"5' 3""",115,63,Southpaw,25-Oct-78,2.97,0.54,5.1,0.50,0.50,2.31,0.41,0.53,0.47,1
Kazuhiro Hamanaka,"6' 0""",185,,Southpaw,24-Oct-78,1.7,0.37,0.91,0.60,0.40,0,0.00,0.50,0.50,0
Hiroko Yamanaka,"5' 11""",135,,,24-Oct-78,2.1,0.26,3.54,0.63,0.37,0,0.00,1.00,0.00,0
Scott Lighty,"6' 2""",205,,,15-Oct-78,2.91,0.21,4.24,0.49,0.51,0,0.00,0.00,1.00,0
Coty Wheeler,"5' 6""",135,67,Orthodox,11-Oct-78,1.88,0.22,3.16,0.59,0.41,0.87,0.37,0.33,0.67,2.6
Roger Hollett,"5' 11""",205,,Orthodox,8-Oct-78,1.83,0.47,6.47,0.34,0.66,1,0.28,0.30,0.70,0
Milton Vieira,"6' 0""",145,,Orthodox,4-Oct-78,1.13,0.35,2.36,0.48,0.52,2.67,0.53,0.12,0.88,0.7
Wilson Gouveia,"6' 1""",185,76,Orthodox,3-Oct-78,3.02,0.39,4.06,0.56,0.44,0.9,0.66,0.57,0.43,2.2
Corey Hill,"6' 4""",155,80,Orthodox,3-Oct-78,3.57,0.46,1.61,0.70,0.30,3.02,0.80,1.00,0.00,0
Matt Horwich,"6' 1""",185,,Orthodox,2-Oct-78,1.11,0.62,2.16,0.38,0.62,0.33,0.09,0.28,0.72,2.7
Brad Pickett,"5' 6""",135,68,Orthodox,24-Sep-78,3.02,0.31,4.63,0.55,0.45,2.47,0.44,0.58,0.42,0.4
Takanori Gomi,"5' 7""",155,70,Southpaw,22-Sep-78,3.81,0.41,3.52,0.60,0.40,1.23,0.65,0.63,0.37,0.8
Josh Thomson,"5' 10""",155,71,Orthodox,21-Sep-78,2.59,0.47,2.12,0.64,0.36,1.92,0.39,0.54,0.46,1.3
Marcio Navarro,"6' 0""",155,,,17-Sep-78,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
James Irvin,"6' 2""",205,75,Orthodox,12-Sep-78,2.03,0.48,3.86,0.35,0.65,0,0.00,0.36,0.64,0.5
Rob MacDonald,"6' 3""",205,78,Orthodox,5-Sep-78,1.8,0.50,2.04,0.46,0.54,7.19,0.80,0.80,0.20,5.4
Roman Mitichyan,"5' 10""",170,,Orthodox,4-Sep-78,0.26,0.16,2.7,0.43,0.57,1.93,1.00,0.25,0.75,1.9
Francisco Trinaldo,"5' 9""",155,70,Southpaw,24-Aug-78,3.11,0.44,2.56,0.60,0.40,1.09,0.46,0.61,0.39,0.6
Derrick Noble,"5' 9""",170,,Southpaw,14-Aug-78,6.21,0.40,3.79,0.59,0.41,0,0.00,0.00,1.00,0
Duane Ludwig,"5' 10""",170,70,Orthodox,4-Aug-78,4.62,0.44,3.05,0.57,0.43,0.43,0.25,0.59,0.41,0.1
Johnny Eduardo,"5' 7""",135,71,Orthodox,3-Aug-78,2.89,0.38,3.34,0.63,0.37,0,0.00,0.62,0.38,0.5
Jeff Hougland,"5' 7""",135,68,Orthodox,2-Aug-78,1.86,0.48,3.46,0.47,0.53,0.86,0.18,0.00,1.00,1.1
John Kelly,"5' 9""",170,,,2-Aug-78,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Anthony Torres,"5' 8""",170,,Orthodox,31-Jul-78,3.54,0.48,7.52,0.45,0.55,0,0.00,1.00,0.00,2.2
Joe Jordan,"5' 6""",155,,Orthodox,27-Jul-78,1.85,0.25,4.27,0.59,0.41,0,0.00,0.66,0.34,0
Drew McFedries,"6' 0""",185,72,Southpaw,27-Jul-78,5.13,0.51,4.56,0.52,0.48,1.42,1.00,0.56,0.44,0.7
Zhang Tiequan,"5' 8""",155,69,Orthodox,25-Jul-78,1.23,0.36,2.14,0.51,0.49,1.95,0.58,0.75,0.25,3.4
Nathan Coy,"5' 10""",170,69,Southpaw,24-Jul-78,3.88,0.52,2.4,0.61,0.39,3.17,0.47,0.50,0.50,0
Akira Kikuchi,"5' 8""",155,,Orthodox,23-Jul-78,3.67,0.56,0.4,0.14,0.86,2,0.40,1.00,0.00,0
Ricardo Arona,"5' 11""",205,,Orthodox,17-Jul-78,1.66,0.48,1.15,0.57,0.43,2.41,0.48,0.58,0.42,1.2
Ryan Roberts,"5' 6""",155,,Orthodox,16-Jul-78,0,0.00,22.5,0.45,0.55,0,0.00,0.00,1.00,0
Matt Mitrione,"6' 3""",265,82,Switch,15-Jul-78,3.55,0.50,2.79,0.64,0.36,0,0.00,0.55,0.45,0.7
Rolles Gracie,"6' 4""",242,,Orthodox,14-Jul-78,2.3,0.32,3.38,0.55,0.45,2.3,0.10,0.00,1.00,0
Tom Aaron,,155,,,13-Jul-78,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Hidehiko Hasegawa,"5' 9""",170,,,13-Jul-78,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Papy Abedi,"5' 11""",185,,Southpaw,30-Jun-78,2.8,0.55,3.15,0.48,0.52,3.47,0.57,0.50,0.50,1.3
Lumumba Sayers,"6' 0""",185,,,30-Jun-78,2.54,0.41,2.37,0.48,0.52,7.63,0.75,0.00,1.00,2.5
Justin Eilers,"6' 1""",235,,Orthodox,28-Jun-78,2.86,0.43,5.66,0.49,0.51,0.82,0.25,0.50,0.50,0
Joe Hurley,"5' 8""",155,,,24-Jun-78,1.12,0.45,3.35,0.56,0.44,0,0.00,0.20,0.80,0
Quinton Jackson,"6' 1""",205,73,Orthodox,20-Jun-78,3.25,0.54,2.51,0.55,0.45,1.52,0.56,0.73,0.27,0.1
Reza Madadi,"5' 11""",155,73,Orthodox,20-Jun-78,2.51,0.46,3.31,0.66,0.34,3.17,0.33,0.89,0.11,0.5
Dion Staring,"6' 1""",235,,Orthodox,9-Jun-78,1.09,0.37,5,0.47,0.53,0,0.00,0.33,0.67,0
Hirotaka Yokoi,"5' 11""",205,,Orthodox,8-Jun-78,1.52,0.33,3.42,0.38,0.62,1.87,0.41,0.66,0.34,0.4
Roan Carneiro,"5' 11""",170,76,Orthodox,2-Jun-78,1.46,0.46,1.82,0.62,0.38,3.05,0.42,0.83,0.17,1.4
Lyoto Machida,"6' 1""",185,74,Southpaw,30-May-78,2.59,0.53,1.57,0.61,0.39,1.21,0.65,0.75,0.25,0.4
Nate James,"6' 0""",185,,,29-May-78,1.33,0.42,2.67,0.28,0.72,0,0.00,0.44,0.56,0
Bu-Kyung Jung,"5' 7""",154,,Orthodox,26-May-78,0.63,0.36,1.85,0.56,0.44,1.1,0.75,0.00,1.00,1.5
Paulo Filho,"5' 8""",185,,Southpaw,24-May-78,1.86,0.48,1.67,0.66,0.34,2.4,0.32,0.42,0.58,1.6
Wagner da Conceicao Martins,"6' 7""",390,,Orthodox,19-May-78,1.91,0.37,5.43,0.42,0.58,2.2,1.00,1.00,0.00,0
Muhsin Corbbrey,"5' 10""",155,,Orthodox,18-May-78,2.02,0.34,5.41,0.53,0.47,0,0.00,0.80,0.20,0.4
Josh Burns,"6' 1""",244,,,15-May-78,2.4,0.48,5.73,0.32,0.68,0,0.00,1.00,0.00,0
Chad Griggs,"6' 1""",205,73,Orthodox,15-May-78,2.67,0.50,2.22,0.46,0.54,1.51,0.66,0.41,0.59,0
Dave Terrel,"5' 8""",170,,Southpaw,10-May-78,2.62,0.43,2.8,0.48,0.52,3.28,0.38,1.00,0.00,0
Antwain Britt,"6' 1""",205,77,,9-May-78,1.46,0.39,2.81,0.44,0.56,1.56,0.40,0.50,0.50,0
Tatsuya Kawajiri,"5' 7""",145,69,Orthodox,8-May-78,2.04,0.44,2.01,0.50,0.50,3.63,0.48,0.63,0.37,1.1
James Wilks,"6' 1""",170,75,Orthodox,4-May-78,1.82,0.45,2.03,0.50,0.50,1.27,0.22,0.66,0.34,3.8
Billy Miles,"5' 10""",170,,Orthodox,28-Apr-78,0,0.00,1.25,0.33,0.67,0,0.00,0.00,1.00,0
Marcio Cruz,"6' 4""",232,,Orthodox,24-Apr-78,2.92,0.46,1.51,0.68,0.32,0.53,0.07,0.37,0.63,1.6
Achmed Labasanov,"6' 3""",215,,Orthodox,24-Apr-78,0.75,0.39,1.1,0.46,0.54,3,1.00,0.00,1.00,0.8
Eric Schambari,"5' 11""",185,,Orthodox,22-Apr-78,1.43,0.42,1.07,0.54,0.46,3,0.42,0.00,1.00,1
Daiju Takase,"6' 0""",170,,Southpaw,20-Apr-78,0.49,0.30,1.64,0.47,0.53,0.84,0.17,0.21,0.79,1.2
Ricardo Romero,"6' 0""",205,76,Orthodox,15-Apr-78,2.17,0.55,4.77,0.46,0.54,1.63,0.10,1.00,0.00,3.3
Isaac Vallie-Flagg,"5' 8""",155,70,Orthodox,8-Apr-78,5.56,0.47,5.6,0.45,0.55,0.2,0.12,0.58,0.42,0
Dave Dalgliesh,"6' 2""",205,,Orthodox,5-Apr-78,0,0.00,1.85,0.50,0.50,0,0.00,0.00,1.00,0
Kazunori Yokota,"5' 8""",154,,Orthodox,3-Apr-78,0.67,0.31,1.13,0.57,0.43,0,0.00,0.00,1.00,0
Joe Pearson,"5' 10""",145,,Orthodox,28-Mar-78,0.59,0.18,3.51,0.33,0.67,0,0.00,0.00,1.00,4.4
Nick Serra,"5' 9""",170,,Orthodox,27-Mar-78,0,0.00,1.73,0.43,0.57,1,0.10,0.00,1.00,2
Travis Wiuff,"6' 3""",205,,Orthodox,15-Mar-78,0.48,0.30,4.03,0.41,0.59,4.84,0.57,0.44,0.56,1.2
Genki Sudo,"5' 9""",155,,Orthodox,8-Mar-78,1.55,0.39,2.23,0.33,0.67,3.58,0.60,0.50,0.50,4.2
Jong Man Kim,"5' 7""",139,,Orthodox,3-Mar-78,1.33,0.21,3,0.60,0.40,0,0.00,0.00,1.00,0
Heath Herring,"6' 4""",250,78,Orthodox,2-Mar-78,2.37,0.50,1.77,0.54,0.46,1.22,0.50,0.32,0.68,0.7
Jon Fitch,"6' 0""",170,74,Orthodox,24-Feb-78,2.61,0.50,1.65,0.54,0.46,3.6,0.51,0.56,0.44,0.8
Ruan Potts,"6' 2""",247,75,Orthodox,23-Feb-78,0.85,0.37,5.92,0.22,0.78,0.75,0.16,0.33,0.67,2.3
Rocky Long,,145,,,18-Feb-78,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Steve Vigneault,"5' 10""",185,,Orthodox,14-Feb-78,2.19,0.28,5.75,0.44,0.56,0,0.00,1.00,0.00,0
Jonathan Wiezorek,"6' 3""",250,,Southpaw,10-Feb-78,1.27,0.58,5.47,0.31,0.69,1.91,0.20,0.00,1.00,0
Mark Munoz,"6' 0""",185,71,Orthodox,9-Feb-78,3.12,0.51,2.26,0.57,0.43,3.17,0.29,0.57,0.43,0.6
Naho Sugiyuma,"5' 1""",105,,,3-Feb-78,2.59,0.48,2.45,0.71,0.29,2.05,1.00,0.66,0.34,0
Hector Lombard,"5' 9""",185,71,Southpaw,2-Feb-78,3.02,0.46,3.35,0.53,0.47,1.69,0.48,0.77,0.23,0.5
Tony Sylvester,"6' 1""",225,,Southpaw,27-Jan-78,0,0.00,10.12,0.12,0.88,0,0.00,0.00,1.00,0
Cyrillo Padilha,"5' 11""",155,,,23-Jan-78,0,0.00,0,0.00,1.00,0,0.00,0.00,1.00,0
Alexandre Franca Nogueira,"5' 7""",145,,Orthodox,15-Jan-78,0.6,0.20,4.18,0.57,0.43,0,0.00,0.00,1.00,0
Dave Galera,"5' 11""",135,,Orthodox,12-Jan-78,1.67,0.69,0.53,0.33,0.67,0,0.00,0.14,0.86,2
David Terrell,"6' 1""",185,,Southpaw,9-Jan-78,2.34,0.63,2.71,0.37,0.63,5.54,0.50,0.00,1.00,5.5
James Giboo,"5' 11""",170,,Orthodox,6-Jan-78,1.2,0.27,7.08,0.39,0.61,0,0.00,0.00,1.00,0
